"","iucn_sid","sciname","rgn_name","year","cat_ts","cat_ts_score"
"406",190067,"Cryptopsaras couesii","French Polynesia",2015,"LC",0
"407",190070,"Pseudocaranx dentex","French Polynesia",2015,"LC",0
"408",190071,"Channomuraena vittata","French Polynesia",2015,"LC",0
"409",190073,"Desmodema polystictum","French Polynesia",2015,"LC",0
"410",190080,"Remora osteochir","French Polynesia",2015,"LC",0
"411",190089,"Diceratias pileatus","French Polynesia",2015,"LC",0
"412",190107,"Eumecichthys fiski","French Polynesia",2015,"LC",0
"413",190109,"Chiasmodon subniger","French Polynesia",2015,"LC",0
"414",190116,"Luvarus imperialis","French Polynesia",2015,"LC",0
"415",190117,"Decapterus macarellus","French Polynesia",2015,"LC",0
"416",190118,"Argyropelecus affinis","French Polynesia",2015,"LC",0
"417",190130,"Argyripnus atlanticus","French Polynesia",2015,"LC",0
"418",190133,"Cyclothone microdon","French Polynesia",2015,"LC",0
"419",190137,"Diretmichthys parini","French Polynesia",2015,"LC",0
"420",190145,"Sternoptyx pseudobscura","French Polynesia",2015,"LC",0
"421",190149,"Malacosteus niger","French Polynesia",2015,"LC",0
"422",190154,"Bassozetus compressus","French Polynesia",2015,"LC",0
"423",190157,"Lophodolos acanthognathus","French Polynesia",2015,"LC",0
"424",190163,"Exocoetus obtusirostris","French Polynesia",2015,"LC",0
"425",190164,"Decapterus tabl","French Polynesia",2015,"LC",0
"426",190180,"Gigantura indica","French Polynesia",2015,"LC",0
"427",190183,"Histrio histrio","French Polynesia",2015,"LC",0
"428",190197,"Diaphus mollis","French Polynesia",2015,"LC",0
"429",190214,"Nemichthys scolopaceus","French Polynesia",2015,"LC",0
"430",190217,"Platytroctes apus","French Polynesia",2015,"LC",0
"431",190232,"Taaningichthys bathyphilus","French Polynesia",2015,"LC",0
"432",190237,"Squalogadus modificatus","French Polynesia",2015,"LC",0
"433",190255,"Cookeolus japonicus","French Polynesia",2016,"LC",0
"434",190261,"Notolychnus valdiviae","French Polynesia",2015,"LC",0
"435",190264,"Rouleina maderensis","French Polynesia",2015,"LC",0
"436",190278,"Dolopichthys longicornis","French Polynesia",2015,"LC",0
"437",190279,"Pomatomus saltatrix","French Polynesia",2015,"VU",0.4
"438",190285,"Ichthyococcus ovatus","French Polynesia",2015,"LC",0
"439",190287,"Lepidocybium flavobrunneum","French Polynesia",2015,"LC",0
"440",190292,"Hirundichthys speculiger","French Polynesia",2015,"LC",0
"441",190298,"Photostylus pycnopterus","French Polynesia",2015,"LC",0
"442",190300,"Cyclothone alba","French Polynesia",2015,"LC",0
"443",190302,"Photostomias guernei","French Polynesia",2015,"LC",0
"444",190311,"Nannobrachium lineatum","French Polynesia",2015,"LC",0
"445",190315,"Serrivomer beanii","French Polynesia",2015,"LC",0
"446",190316,"Scopelarchus analis","French Polynesia",2015,"LC",0
"447",190317,"Bolinichthys photothorax","French Polynesia",2015,"LC",0
"448",190321,"Diaphus garmani","French Polynesia",2015,"LC",0
"449",190324,"Chauliodus sloani","French Polynesia",2015,"LC",0
"450",190346,"Zu cristatus","French Polynesia",2015,"LC",0
"451",190353,"Aristostomias tittmanni","French Polynesia",2015,"LC",0
"452",190356,"Aldrovandia affinis","French Polynesia",2015,"LC",0
"453",190369,"Lampanyctus nobilis","French Polynesia",2015,"LC",0
"454",190378,"Regalecus glesne","French Polynesia",2015,"LC",0
"455",190384,"Cubiceps caeruleus","French Polynesia",2015,"LC",0
"456",190385,"Antimora rostrata","French Polynesia",2015,"LC",0
"457",190388,"Selar crumenophthalmus","French Polynesia",2015,"LC",0
"458",190390,"Bolinichthys indicus","French Polynesia",2015,"LC",0
"459",190391,"Cheilopogon furcatus","French Polynesia",2015,"LC",0
"460",190393,"Echeneis naucrates","French Polynesia",2015,"LC",0
"461",190403,"Polyacanthonotus challengeri","French Polynesia",2015,"LC",0
"462",190404,"Diaphus anderseni","French Polynesia",2015,"LC",0
"463",190422,"Mola mola","French Polynesia",2015,"VU",0.4
"464",190425,"Lobianchia gemellarii","French Polynesia",2015,"LC",0
"465",190432,"Ruvettus pretiosus","French Polynesia",2015,"LC",0
"466",190444,"Canthidermis maculata","French Polynesia",2015,"LC",0
"467",190452,"Naucrates ductor","French Polynesia",2015,"LC",0
"468",190461,"Phtheirichthys lineatus","French Polynesia",2015,"LC",0
"469",190468,"Pterois volitans","French Polynesia",2016,"LC",0
"470",190477,"Symbolophorus rufinus","French Polynesia",2015,"LC",0
"471",190480,"Scopelarchus michaelsarsi","French Polynesia",2015,"LC",0
"472",190485,"Melanolagus bericoides","French Polynesia",2015,"LC",0
"473",190488,"Bolinichthys supralateralis","French Polynesia",2015,"LC",0
"474",192982,"Mahidolia mystacina","French Polynesia",2016,"LC",0
"475",192996,"Bryaninops loki","French Polynesia",2016,"LC",0
"476",192998,"Bryaninops erythrops","French Polynesia",2016,"LC",0
"477",193002,"Ctenogobiops aurocingulus","French Polynesia",2016,"LC",0
"478",193003,"Cryptocentrus caeruleomaculatus","French Polynesia",2016,"LC",0
"479",193024,"Valenciennea helsdingenii","French Polynesia",2016,"LC",0
"480",193025,"Eviota queenslandica","French Polynesia",2016,"LC",0
"481",193039,"Pleurosicya plicata","French Polynesia",2016,"LC",0
"482",193041,"Trimmatom nanus","French Polynesia",2016,"LC",0
"483",193059,"Trimma macrophthalmum","French Polynesia",2016,"LC",0
"484",193066,"Trimma anaima","French Polynesia",2016,"LC",0
"485",193067,"Priolepis nocturna","French Polynesia",2016,"LC",0
"486",193068,"Valenciennea puellaris","French Polynesia",2016,"LC",0
"487",193073,"Exyrias belissimus","French Polynesia",2016,"LC",0
"488",193075,"Vanderhorstia ambanoro","French Polynesia",2016,"LC",0
"489",193076,"Eviota zebrina","French Polynesia",2016,"LC",0
"490",193078,"Eviota sigillata","French Polynesia",2016,"LC",0
"491",193082,"Amblygobius sphynx","French Polynesia",2016,"LC",0
"492",193091,"Bryaninops ridens","French Polynesia",2016,"LC",0
"493",193093,"Bryaninops yongei","French Polynesia",2016,"LC",0
"494",193107,"Eviota infulata","French Polynesia",2016,"LC",0
"495",193108,"Eviota afelei","French Polynesia",2016,"LC",0
"496",193109,"Trimma emeryi","French Polynesia",2016,"LC",0
"497",193123,"Eviota zonura","French Polynesia",2016,"LC",0
"498",193130,"Eviota smaragdus","French Polynesia",2016,"LC",0
"499",193131,"Eviota fasciola","French Polynesia",2016,"LC",0
"500",193139,"Eviota distigma","French Polynesia",2016,"LC",0
"501",193143,"Oxyurichthys lonchotus","French Polynesia",2016,"LC",0
"502",193145,"Trimma milta","French Polynesia",2016,"LC",0
"503",193148,"Trimma tevegae","French Polynesia",2016,"LC",0
"504",193151,"Trimma benjamini","French Polynesia",2016,"LC",0
"505",193156,"Priolepis kappa","French Polynesia",2016,"LC",0
"506",193160,"Fusigobius duospilus","French Polynesia",2016,"LC",0
"507",193162,"Priolepis semidoliata","French Polynesia",2016,"LC",0
"508",193167,"Fusigobius neophytus","French Polynesia",2016,"LC",0
"509",193175,"Eviota saipanensis","French Polynesia",2016,"LC",0
"510",193196,"Trimma annosum","French Polynesia",2016,"LC",0
"511",193200,"Priolepis inhaca","French Polynesia",2016,"LC",0
"512",193203,"Valenciennea parva","French Polynesia",2016,"LC",0
"513",193204,"Trimma taylori","French Polynesia",2016,"LC",0
"514",193206,"Cryptocentrus strigilliceps","French Polynesia",2016,"LC",0
"515",193209,"Vanderhorstia ornatissima","French Polynesia",2016,"LC",0
"516",193213,"Istigobius ornatus","French Polynesia",2016,"LC",0
"517",193221,"Cabillus tongarevae","French Polynesia",2016,"LC",0
"518",193223,"Feia nympha","French Polynesia",2016,"LC",0
"519",193226,"Discordipinna griessingeri","French Polynesia",2016,"LC",0
"520",193227,"Asterropteryx spinosa","French Polynesia",2016,"LC",0
"521",193228,"Eviota monostigma","French Polynesia",2016,"LC",0
"522",193229,"Macrodontogobius wilburi","French Polynesia",2016,"LC",0
"523",193230,"Fusigobius humeralis","French Polynesia",2016,"LC",0
"524",193235,"Eviota latifasciata","French Polynesia",2016,"LC",0
"525",193237,"Eviota melasma","French Polynesia",2016,"LC",0
"526",193241,"Trimma nomurai","French Polynesia",2016,"LC",0
"527",193244,"Ctenogobiops feroculus","French Polynesia",2016,"LC",0
"528",193245,"Eviota nebulosa","French Polynesia",2016,"LC",0
"529",193246,"Eviota sparsa","French Polynesia",2016,"LC",0
"530",193247,"Priolepis compita","French Polynesia",2016,"LC",0
"531",193251,"Bryaninops tigris","French Polynesia",2016,"LC",0
"532",193606,"Diodon eydouxii","French Polynesia",2015,"LC",0
"533",193609,"Melichthys niger","French Polynesia",2015,"LC",0
"534",193615,"Ranzania laevis","French Polynesia",2015,"LC",0
"535",193634,"Masturus lanceolatus","French Polynesia",2015,"LC",0
"536",193668,"Diodon hystrix","French Polynesia",2015,"LC",0
"537",193752,"Chilomycterus reticulatus","French Polynesia",2015,"LC",0
"538",193817,"Diodon holocanthus","French Polynesia",2015,"LC",0
"539",194289,"Aphareus furca","French Polynesia",2016,"LC",0
"540",194331,"Pristipomoides filamentosus","French Polynesia",2016,"LC",0
"541",194337,"Lutjanus kasmira","French Polynesia",2016,"LC",0
"542",194339,"Paracaesio sordida","French Polynesia",2016,"LC",0
"543",194351,"Pristipomoides auricilla","French Polynesia",2016,"LC",0
"544",194356,"Lutjanus rivulatus","French Polynesia",2016,"LC",0
"545",194360,"Aphareus rutilans","French Polynesia",2016,"LC",0
"546",194363,"Lutjanus bohar","French Polynesia",2016,"LC",0
"547",194366,"Pristipomoides sieboldii","French Polynesia",2016,"LC",0
"548",194370,"Lutjanus fulviflamma","French Polynesia",2016,"LC",0
"549",194371,"Pristipomoides zonatus","French Polynesia",2016,"LC",0
"550",194376,"Lutjanus monostigma","French Polynesia",2016,"LC",0
"551",194377,"Lutjanus fulvus","French Polynesia",2016,"LC",0
"552",194379,"Aprion virescens","French Polynesia",2016,"LC",0
"553",194382,"Etelis coruscans","French Polynesia",2016,"LC",0
"554",194385,"Lutjanus gibbus","French Polynesia",2016,"LC",0
"555",194398,"Lutjanus semicinctus","French Polynesia",2016,"LC",0
"556",194400,"Randallichthys filamentosus","French Polynesia",2016,"LC",0
"557",194989,"Dysomma brevirostre","French Polynesia",2015,"LC",0
"558",194993,"Chlorophthalmus agassizi","French Polynesia",2015,"LC",0
"559",194995,"Evermannella balbo","French Polynesia",2015,"LC",0
"560",194997,"Arctozenus risso","French Polynesia",2015,"LC",0
"561",195001,"Bathysaurus mollis","French Polynesia",2015,"LC",0
"562",195038,"Lampris guttatus","French Polynesia",2015,"LC",0
"563",195091,"Brama brama","French Polynesia",2015,"LC",0
"564",195097,"Seriola lalandi","French Polynesia",2015,"LC",0
"565",195838,"Aldrovandia phalacra","French Polynesia",2015,"LC",0
"566",195852,"Notacanthus chemnitzii","French Polynesia",2015,"LC",0
"567",196012,"Gerres simillimus","French Polynesia",2010,"LC",0
"568",196052,"Myxine circifrons","French Polynesia",2011,"LC",0
"569",196313,"Butis amboinensis","French Polynesia",2012,"LC",0
"570",196315,"Eleotris acanthopoma","French Polynesia",2012,"LC",0
"571",196336,"Mugilogobius notospilus","French Polynesia",2012,"LC",0
"572",196344,"Parioglossus rainfordi","French Polynesia",2012,"LC",0
"573",196345,"Parioglossus raoi","French Polynesia",2012,"LC",0
"574",196351,"Redigobius balteatus","French Polynesia",2012,"LC",0
"575",196351,"Redigobius balteatus","French Polynesia",2017,"LC",0
"576",196382,"Stenogobius genivittatus","French Polynesia",2012,"LC",0
"577",196408,"Plectorhinchus gibbosus","French Polynesia",2012,"LC",0
"578",196412,"Kuhlia mugil","French Polynesia",2012,"LC",0
"579",196421,"Crenimugil crenilabis","French Polynesia",2012,"LC",0
"580",196421,"Crenimugil crenilabis","French Polynesia",2017,"LC",0
"581",196426,"Lamnostoma orientalis","French Polynesia",2012,"LC",0
"582",196450,"Tetraroge niger","French Polynesia",2012,"LC",0
"583",197054,"Ellochelon vaigiensis","French Polynesia",2014,"LC",0
"584",197054,"Ellochelon vaigiensis","French Polynesia",2017,"LC",0
"585",198566,"Exocoetus volitans","French Polynesia",2015,"LC",0
"586",198571,"Centrolophus niger","French Polynesia",2015,"LC",0
"587",198578,"Beryx decadactylus","French Polynesia",2015,"LC",0
"588",198579,"Hoplostethus mediterraneus","French Polynesia",2015,"LC",0
"589",198608,"Trachipterus trachypterus","French Polynesia",2015,"LC",0
"590",198613,"Diaphus metopoclampus","French Polynesia",2015,"LC",0
"591",198614,"Diogenichthys atlanticus","French Polynesia",2015,"LC",0
"592",198615,"Electrona risso","French Polynesia",2015,"LC",0
"593",198617,"Hygophum hygomii","French Polynesia",2015,"LC",0
"594",198619,"Lampanyctus pusillus","French Polynesia",2015,"LC",0
"595",198620,"Lobianchia dofleini","French Polynesia",2015,"LC",0
"596",198628,"Microstoma microstoma","French Polynesia",2015,"LC",0
"597",198643,"Seriola dumerili","French Polynesia",2015,"LC",0
"598",198650,"Remora australis","French Polynesia",2015,"LC",0
"599",198651,"Remora remora","French Polynesia",2015,"LC",0
"600",198653,"Epigonus telescopus","French Polynesia",2015,"LC",0
"601",198675,"Cubiceps capensis","French Polynesia",2015,"LC",0
"602",198716,"Tetragonurus cuvieri","French Polynesia",2015,"LC",0
"603",198757,"Cyclothone braueri","French Polynesia",2015,"LC",0
"604",198758,"Vinciguerria attenuata","French Polynesia",2015,"LC",0
"605",198759,"Vinciguerria poweriae","French Polynesia",2015,"LC",0
"606",198761,"Bathophilus nigerrimus","French Polynesia",2015,"LC",0
"607",198762,"Borostomias antarcticus","French Polynesia",2015,"LC",0
"608",199068,"Ilyophis brunneus","French Polynesia",2015,"LC",0
"609",199187,"Stemonidium hypomelas","French Polynesia",2015,"LC",0
"610",199323,"Nemichthys curvirostris","French Polynesia",2015,"LC",0
"611",199401,"Nessorhamphus ingolfianus","French Polynesia",2015,"LC",0
"612",199624,"Eubleekeria splendens","French Polynesia",2012,"LC",0
"613",199661,"Trimma maiandros","French Polynesia",2016,"LC",0
"614",202833,"Awaous ocellaris","French Polynesia",2012,"LC",0
"615",13462713,"Evermannella melanoderma","French Polynesia",2015,"LC",0
"616",13462731,"Odontostomops normalops","French Polynesia",2015,"LC",0
"617",13462748,"Bathypterois atricolor","French Polynesia",2015,"LC",0
"618",13485141,"Ahliesaurus berryi","French Polynesia",2015,"LC",0
"619",13485284,"Scopelosaurus meadi","French Polynesia",2015,"LC",0
"620",13485312,"Omosudis lowii","French Polynesia",2015,"LC",0
"621",13485622,"Lestrolepis intermedia","French Polynesia",2015,"LC",0
"622",13485635,"Magnisudis atlantica","French Polynesia",2015,"LC",0
"623",13485675,"Benthalbella infans","French Polynesia",2015,"LC",0
"624",13485856,"Scopelarchus guentheri","French Polynesia",2015,"LC",0
"625",13486199,"Trachinocephalus myops","French Polynesia",2015,"LC",0
"626",13486514,"Ablennes hians","French Polynesia",2015,"LC",0
"627",13487700,"Cheilopogon nigricans","French Polynesia",2015,"LC",0
"628",13487733,"Fodiator acutus","French Polynesia",2015,"LC",0
"629",15147816,"Bajacalifornia megalops","French Polynesia",2015,"LC",0
"630",15148742,"Einara macrolepis","French Polynesia",2015,"LC",0
"631",15148858,"Herwigia kreffti","French Polynesia",2015,"LC",0
"632",15149121,"Rouleina attrita","French Polynesia",2015,"LC",0
"633",15522050,"Bregmaceros nectabanus","French Polynesia",2015,"LC",0
"634",15522213,"Melanonus zugmayeri","French Polynesia",2015,"LC",0
"635",15598524,"Benthosema suborbitale","French Polynesia",2015,"LC",0
"636",15598540,"Bolinichthys distofax","French Polynesia",2015,"LC",0
"637",15598550,"Centrobranchus nigroocellatus","French Polynesia",2015,"LC",0
"638",15598596,"Ceratoscopelus warmingii","French Polynesia",2015,"LC",0
"639",15598621,"Diaphus bertelseni","French Polynesia",2015,"LC",0
"640",15598630,"Diaphus brachycephalus","French Polynesia",2015,"LC",0
"641",15598666,"Diaphus fragilis","French Polynesia",2015,"LC",0
"642",15598669,"Diaphus hudsoni","French Polynesia",2015,"LC",0
"643",15598700,"Diaphus meadi","French Polynesia",2015,"LC",0
"644",15598704,"Diaphus ostenfeldi","French Polynesia",2015,"LC",0
"645",15598778,"Diaphus perspicillatus","French Polynesia",2015,"LC",0
"646",15598791,"Diaphus splendidus","French Polynesia",2015,"LC",0
"647",15598815,"Hygophum macrochir","French Polynesia",2015,"LC",0
"648",15598887,"Hygophum reinhardtii","French Polynesia",2015,"LC",0
"649",15598951,"Lampadena chavesi","French Polynesia",2015,"LC",0
"650",15598957,"Lampadena luminosa","French Polynesia",2015,"LC",0
"651",15598976,"Lampanyctodes hectoris","French Polynesia",2015,"LC",0
"652",15599060,"Lampanyctus alatus","French Polynesia",2015,"LC",0
"653",15599067,"Lampanyctus festivus","French Polynesia",2015,"LC",0
"654",15599070,"Lampanyctus intricarius","French Polynesia",2015,"LC",0
"655",15599092,"Lampichthys procerus","French Polynesia",2015,"LC",0
"656",15600450,"Myctophum asperum","French Polynesia",2015,"LC",0
"657",15600453,"Myctophum nitidulum","French Polynesia",2015,"LC",0
"658",15600713,"Myctophum obtusirostre","French Polynesia",2015,"LC",0
"659",15600720,"Myctophum phengodes","French Polynesia",2015,"LC",0
"660",15600727,"Myctophum selenops","French Polynesia",2015,"LC",0
"661",15600731,"Nannobrachium atrum","French Polynesia",2015,"LC",0
"662",15601865,"Notoscopelus caudispinosus","French Polynesia",2015,"LC",0
"663",15601872,"Notoscopelus resplendens","French Polynesia",2015,"LC",0
"664",15601881,"Scopelopsis multipunctatus","French Polynesia",2015,"LC",0
"665",15601887,"Symbolophorus barnardi","French Polynesia",2015,"LC",0
"666",15601902,"Taaningichthys minimus","French Polynesia",2015,"LC",0
"667",15601905,"Taaningichthys paurolychnus","French Polynesia",2015,"LC",0
"668",15601909,"Neoscopelus macrolepidotus","French Polynesia",2015,"LC",0
"669",15601913,"Scopelengys tristis","French Polynesia",2015,"LC",0
"670",15622831,"Ectreposebastes imus","French Polynesia",2015,"LC",0
"671",15622835,"Setarches guentheri","French Polynesia",2015,"LC",0
"672",16406979,"Antennarius striatus","French Polynesia",2015,"LC",0
"673",16407132,"Antigonia capros","French Polynesia",2015,"LC",0
"674",16425354,"Beryx splendens","French Polynesia",2015,"LC",0
"675",16425468,"Bothus ocellatus","French Polynesia",2015,"LC",0
"676",16431757,"Caranx lugubris","French Polynesia",2015,"LC",0
"677",16439367,"Cubiceps pauciradiatus","French Polynesia",2015,"LC",0
"678",16439757,"Cyttopsis rosea","French Polynesia",2015,"LC",0
"679",16440027,"Elagatis bipinnulata","French Polynesia",2015,"LC",0
"680",16506080,"Taractes rubescens","French Polynesia",2015,"LC",0
"681",16507347,"Seriola rivoliana","French Polynesia",2015,"LC",0
"682",16507729,"Uraspis secunda","French Polynesia",2015,"LC",0
"683",16509126,"Gempylus serpens","French Polynesia",2015,"LC",0
"684",16509242,"Nealotus tripes","French Polynesia",2015,"LC",0
"685",16509297,"Promethichthys prometheus","French Polynesia",2015,"LC",0
"686",16545250,"Psenes arafurensis","French Polynesia",2015,"LC",0
"687",16545253,"Psenes cyanophrys","French Polynesia",2015,"LC",0
"688",16719296,"Gnathodentex aureolineatus","French Polynesia",2016,"LC",0
"689",16719605,"Gymnocranius grandoculis","French Polynesia",2016,"LC",0
"690",16719839,"Lethrinus amboinensis","French Polynesia",2016,"LC",0
"691",16719843,"Lethrinus atkinsoni","French Polynesia",2016,"LC",0
"692",16719994,"Lethrinus erythracanthus","French Polynesia",2016,"LC",0
"693",16720181,"Lethrinus nebulosus","French Polynesia",2016,"LC",0
"694",16720267,"Lethrinus obsoletus","French Polynesia",2016,"LC",0
"695",16720328,"Lethrinus olivaceus","French Polynesia",2016,"LC",0
"696",16720528,"Lethrinus rubrioperculatus","French Polynesia",2016,"LC",0
"697",16720577,"Lethrinus xanthochilus","French Polynesia",2016,"LC",0
"698",16720607,"Monotaxis grandoculis","French Polynesia",2016,"LC",0
"699",16721842,"Wattsia mossambica","French Polynesia",2016,"LC",0
"700",16749737,"Heteropriacanthus cruentatus","French Polynesia",2015,"LC",0
"701",16781113,"Fistularia petimba","French Polynesia",2015,"LC",0
"702",18123960,"Anoplogaster cornuta","French Polynesia",2015,"LC",0
"703",18124015,"Diretmus argenteus","French Polynesia",2015,"LC",0
"704",18125776,"Coryphaenoides armatus","French Polynesia",2015,"LC",0
"705",18127741,"Ceratias holboelli","French Polynesia",2015,"LC",0
"706",18127840,"Melanocetus johnsonii","French Polynesia",2015,"LC",0
"707",18128090,"Oneirodes carlsbergi","French Polynesia",2015,"LC",0
"708",18128749,"Oneirodes eschrichtii","French Polynesia",2015,"LC",0
"709",18128938,"Lampanyctus macdonaldi","French Polynesia",2015,"LC",0
"710",18139045,"Spectrunculus grandis","French Polynesia",2015,"LC",0
"711",18140291,"Narcetes stomias","French Polynesia",2015,"LC",0
"712",18140358,"Bathylagichthys greyae","French Polynesia",2015,"LC",0
"713",18140736,"Dolicholagus longirostris","French Polynesia",2015,"LC",0
"714",18140829,"Opisthoproctus grimaldii","French Polynesia",2015,"LC",0
"715",18155920,"Opisthoproctus soleatus","French Polynesia",2015,"LC",0
"716",18155933,"Barbantus curvifrons","French Polynesia",2015,"LC",0
"717",18158219,"Alepes djedaba","French Polynesia",2016,"LC",0
"718",18158262,"Selar boops","French Polynesia",2016,"LC",0
"719",18158583,"Nesiarchus nasutus","French Polynesia",2015,"LC",0
"720",18214519,"Bothus pantherinus","French Polynesia",2016,"LC",0
"721",18227109,"Cyema atrum","French Polynesia",2015,"LC",0
"722",18227119,"Eurypharynx pelecanoides","French Polynesia",2015,"LC",0
"723",18252612,"Cyclothone acclinidens","French Polynesia",2015,"LC",0
"724",18252619,"Cyclothone pallida","French Polynesia",2015,"LC",0
"725",18252629,"Cyclothone pseudopallida","French Polynesia",2015,"LC",0
"726",18252702,"Diplophos taenia","French Polynesia",2015,"LC",0
"727",18252853,"Sigmops bathyphilus","French Polynesia",2015,"LC",0
"728",18252952,"Vinciguerria nimbaria","French Polynesia",2015,"LC",0
"729",18253276,"Argyropelecus aculeatus","French Polynesia",2015,"LC",0
"730",18253282,"Argyropelecus gigas","French Polynesia",2015,"LC",0
"731",18253296,"Sternoptyx diaphana","French Polynesia",2015,"LC",0
"732",18253303,"Valenciennellus tripunctulatus","French Polynesia",2015,"LC",0
"733",18256458,"Bathophilus digitatus","French Polynesia",2015,"LC",0
"734",18256490,"Bathophilus vaillanti","French Polynesia",2015,"LC",0
"735",18256560,"Echiostoma barbatum","French Polynesia",2015,"LC",0
"736",18256992,"Flagellostomias boureei","French Polynesia",2015,"LC",0
"737",18257198,"Idiacanthus fasciola","French Polynesia",2015,"LC",0
"738",18257269,"Leptostomias gladiator","French Polynesia",2015,"LC",0
"739",18257303,"Melanostomias bartonbeani","French Polynesia",2015,"LC",0
"740",18257309,"Melanostomias valdiviae","French Polynesia",2015,"LC",0
"741",18257331,"Neonesthes capensis","French Polynesia",2015,"LC",0
"742",18257417,"Pachystomias microdon","French Polynesia",2015,"LC",0
"743",18257655,"Stomias longibarbatus","French Polynesia",2015,"LC",0
"744",18257684,"Trigonolampa miriceps","French Polynesia",2015,"LC",0
"745",18257696,"Grammicolepis brachiusculus","French Polynesia",2015,"LC",0
"746",18257780,"Fistularia commersonii","French Polynesia",2016,"LC",0
"747",20253300,"Alectis indica","French Polynesia",2016,"LC",0
"748",20255775,"Alepes apercna","French Polynesia",2016,"LC",0
"749",20429438,"Carangoides dinema","French Polynesia",2016,"LC",0
"750",20429448,"Carangoides equula","French Polynesia",2016,"LC",0
"751",20429455,"Carangoides ferdau","French Polynesia",2016,"LC",0
"752",20429787,"Carangoides hedlandensis","French Polynesia",2016,"LC",0
"753",20429793,"Carangoides humerosus","French Polynesia",2016,"LC",0
"754",20429800,"Carangoides malabaricus","French Polynesia",2016,"LC",0
"755",20429854,"Carangoides oblongus","French Polynesia",2016,"LC",0
"756",20429869,"Carangoides orthogrammus","French Polynesia",2016,"LC",0
"757",20429950,"Carangoides plagiotaenia","French Polynesia",2016,"LC",0
"758",20430011,"Carangoides talamparoides","French Polynesia",2016,"LC",0
"759",20430651,"Caranx ignobilis","French Polynesia",2016,"LC",0
"760",20430679,"Caranx melampygus","French Polynesia",2016,"LC",0
"761",20430774,"Caranx papuensis","French Polynesia",2016,"LC",0
"762",20431518,"Decapterus macrosoma","French Polynesia",2016,"LC",0
"763",20431538,"Decapterus muroadsi","French Polynesia",2015,"LC",0
"764",20432226,"Pantolabus radiatus","French Polynesia",2016,"LC",0
"765",20434679,"Scomberoides commersonnianus","French Polynesia",2016,"LC",0
"766",20434766,"Scomberoides lysan","French Polynesia",2016,"LC",0
"767",20435070,"Scomberoides tala","French Polynesia",2016,"LC",0
"768",20435185,"Scomberoides tol","French Polynesia",2016,"LC",0
"769",20435980,"Seriolina nigrofasciata","French Polynesia",2016,"LC",0
"770",20436473,"Trachinotus baillonii","French Polynesia",2016,"LC",0
"771",20436497,"Trachinotus blochii","French Polynesia",2016,"LC",0
"772",20662018,"Rosenblattichthys hubbsi","French Polynesia",2015,"LC",0
"773",20662028,"Scopelarchoides danae","French Polynesia",2015,"LC",0
"774",20665159,"Snyderidia canina","French Polynesia",2015,"LC",0
"775",20665551,"Diplospinus multistriatus","French Polynesia",2015,"LC",0
"776",20666310,"Benthodesmus tenuis","French Polynesia",2015,"LC",0
"777",21101322,"Winteria telescopa","French Polynesia",2015,"LC",0
"778",21104612,"Holtbyrnia innesi","French Polynesia",2015,"LC",0
"779",21110276,"Barbourisia rufa","French Polynesia",2015,"LC",0
"780",21112742,"Zu elongatus","French Polynesia",2015,"LC",0
"781",21112867,"Caulophryne polynema","French Polynesia",2015,"LC",0
"782",21112879,"Ceratias uranoscopus","French Polynesia",2015,"LC",0
"783",21113133,"Schedophilus huttoni","French Polynesia",2015,"LC",0
"784",21113146,"Schedophilus velaini","French Polynesia",2015,"LC",0
"785",21113900,"Dysalotus alcocki","French Polynesia",2015,"LC",0
"786",21113904,"Kali indica","French Polynesia",2015,"LC",0
"787",21132822,"Melamphaes simus","French Polynesia",2015,"LC",0
"788",21132825,"Cyclothone obscura","French Polynesia",2015,"LC",0
"789",21132828,"Gonostoma atlanticum","French Polynesia",2015,"LC",0
"790",21132859,"Argyropelecus sladeni","French Polynesia",2015,"LC",0
"791",21132898,"Aristostomias polydactylus","French Polynesia",2015,"LC",0
"792",21132901,"Aristostomias xenostoma","French Polynesia",2015,"LC",0
"793",21132910,"Astronesthes indicus","French Polynesia",2015,"LC",0
"794",21132928,"Bathophilus brevis","French Polynesia",2015,"LC",0
"795",21132935,"Bathophilus longipinnis","French Polynesia",2015,"LC",0
"796",21132953,"Bathophilus pawneei","French Polynesia",2015,"LC",0
"797",21132986,"Eustomias enbarbatus","French Polynesia",2015,"LC",0
"798",21132989,"Eustomias fissibarbis","French Polynesia",2015,"LC",0
"799",21133028,"Heterophotus ophistoma","French Polynesia",2015,"LC",0
"800",21133032,"Idiacanthus atlanticus","French Polynesia",2015,"LC",0
"801",21133058,"Neonesthes microcephalus","French Polynesia",2015,"LC",0
"802",21133091,"Photonectes braueri","French Polynesia",2015,"LC",0
"803",21133116,"Photonectes mirabilis","French Polynesia",2015,"LC",0
"804",21133121,"Stomias affinis","French Polynesia",2015,"LC",0
"805",21133167,"Thysanactis dentex","French Polynesia",2015,"LC",0
"806",21133195,"Allocyttus verrucosus","French Polynesia",2015,"LC",0
"807",42830204,"Synagrops japonicus","French Polynesia",2015,"LC",0
"808",42830239,"Melanocetus murrayi","French Polynesia",2015,"LC",0
"809",42830251,"Chaenophryne ramifera","French Polynesia",2015,"LC",0
"810",42830260,"Dolopichthys allector","French Polynesia",2015,"LC",0
"811",42830277,"Microlophichthys microlophus","French Polynesia",2015,"LC",0
