"","iucn_sid","sciname","rgn_name","year","cat_ts","cat_ts_score"
"1603",161615,"Pateobatis fai","French Polynesia",2016,"VU",0.4
"1604",161696,"Alopias superciliosus","French Polynesia",2009,"VU",0.4
"1605",165615,"Chaetodon mertensii","French Polynesia",2010,"LC",0
"1606",165617,"Hemitaurichthys multispinosus","French Polynesia",2010,"LC",0
"1607",165626,"Heniochus acuminatus","French Polynesia",2010,"LC",0
"1608",165628,"Chaetodon kleinii","French Polynesia",2010,"LC",0
"1609",165630,"Chaetodon vagabundus","French Polynesia",2010,"LC",0
"1610",165631,"Chaetodon auriga","French Polynesia",2010,"LC",0
"1611",165640,"Heniochus chrysostomus","French Polynesia",2010,"LC",0
"1612",165641,"Chaetodon ornatissimus","French Polynesia",2010,"LC",0
"1613",165650,"Heniochus monoceros","French Polynesia",2010,"LC",0
"1614",165651,"Chaetodon lunula","French Polynesia",2010,"LC",0
"1615",165652,"Heniochus varius","French Polynesia",2010,"LC",0
"1616",165653,"Chaetodon pelewensis","French Polynesia",2010,"LC",0
"1617",165665,"Chaetodon ulietensis","French Polynesia",2010,"LC",0
"1618",165667,"Forcipiger longirostris","French Polynesia",2010,"LC",0
"1619",165668,"Chaetodon citrinellus","French Polynesia",2010,"LC",0
"1620",165669,"Chaetodon lineolatus","French Polynesia",2010,"LC",0
"1621",165672,"Hemitaurichthys polylepis","French Polynesia",2010,"LC",0
"1622",165675,"Chaetodon smithi","French Polynesia",2010,"LC",0
"1623",165678,"Chaetodon quadrimaculatus","French Polynesia",2010,"LC",0
"1624",165679,"Chaetodon trichrous","French Polynesia",2010,"LC",0
"1625",165680,"Chaetodon rafflesii","French Polynesia",2010,"LC",0
"1626",165681,"Chaetodon ephippium","French Polynesia",2010,"LC",0
"1627",165688,"Chaetodon flavirostris","French Polynesia",2010,"LC",0
"1628",165704,"Chaetodon lunulatus","French Polynesia",2010,"LC",0
"1629",165708,"Chaetodon declivis","French Polynesia",2010,"LC",0
"1630",165712,"Chaetodon trifascialis","French Polynesia",2010,"NT",0.2
"1631",165714,"Chaetodon unimaculatus","French Polynesia",2010,"LC",0
"1632",165716,"Forcipiger flavissimus","French Polynesia",2010,"LC",0
"1633",165725,"Chaetodon semeion","French Polynesia",2010,"LC",0
"1634",165828,"Centropyge fisheri","French Polynesia",2010,"LC",0
"1635",165830,"Centropyge hotumatua","French Polynesia",2010,"LC",0
"1636",165846,"Genicanthus spinus","French Polynesia",2010,"LC",0
"1637",165848,"Centropyge heraldi","French Polynesia",2010,"LC",0
"1638",165852,"Paracentropyge multifasciata","French Polynesia",2010,"LC",0
"1639",165862,"Pomacanthus imperator","French Polynesia",2010,"LC",0
"1640",165864,"Genicanthus bellus","French Polynesia",2010,"LC",0
"1641",165871,"Centropyge bispinosa","French Polynesia",2010,"LC",0
"1642",165872,"Genicanthus watanabei","French Polynesia",2010,"LC",0
"1643",165878,"Centropyge flavissima","French Polynesia",2010,"LC",0
"1644",165885,"Pygoplites diacanthus","French Polynesia",2010,"LC",0
"1645",165896,"Centropyge multicolor","French Polynesia",2010,"LC",0
"1646",166947,"Lagocephalus sceleratus","French Polynesia",2014,"LC",0
"1647",169951,"Panulirus penicillatus","French Polynesia",2011,"LC",0
"1648",170031,"Panulirus femoristriga","French Polynesia",2011,"LC",0
"1649",170034,"Arctides antipodarum","French Polynesia",2011,"LC",0
"1650",170063,"Arctides regalis","French Polynesia",2011,"LC",0
"1651",170066,"Panulirus longipes","French Polynesia",2011,"LC",0
"1652",170071,"Parribacus antarcticus","French Polynesia",2011,"LC",0
"1653",170309,"Kajikia audax","French Polynesia",2011,"NT",0.2
"1654",170310,"Katsuwonus pelamis","French Polynesia",2011,"LC",0
"1655",170314,"Makaira nigricans","French Polynesia",2011,"VU",0.4
"1656",170331,"Acanthocybium solandri","French Polynesia",2011,"LC",0
"1657",170336,"Euthynnus affinis","French Polynesia",2011,"LC",0
"1658",170338,"Istiophorus platypterus","French Polynesia",2011,"LC",0
"1659",170341,"Thunnus orientalis","French Polynesia",2011,"LC",0
"1660",170341,"Thunnus orientalis","French Polynesia",2014,"VU",0.4
"1661",170342,"Gymnosarda unicolor","French Polynesia",2011,"LC",0
"1662",170344,"Auxis thazard","French Polynesia",2011,"LC",0
"1663",170349,"Allothunnus fallai","French Polynesia",2011,"LC",0
"1664",170355,"Auxis rochei","French Polynesia",2011,"LC",0
"1665",173352,"Halophila decipiens","French Polynesia",2010,"LC",0
"1666",176738,"Pelamis platura","French Polynesia",2010,"LC",0
"1667",177950,"Naso lituratus","French Polynesia",2012,"LC",0
"1668",177955,"Ctenochaetus binotatus","French Polynesia",2012,"LC",0
"1669",177960,"Acanthurus achilles","French Polynesia",2012,"LC",0
"1670",177961,"Acanthurus nubilus","French Polynesia",2012,"LC",0
"1671",177964,"Ctenochaetus marginatus","French Polynesia",2012,"LC",0
"1672",177965,"Acanthurus triostegus","French Polynesia",2012,"LC",0
"1673",177967,"Acanthurus mata","French Polynesia",2012,"LC",0
"1674",177969,"Acanthurus nigricans","French Polynesia",2012,"LC",0
"1675",177970,"Naso unicornis","French Polynesia",2012,"LC",0
"1676",177971,"Acanthurus blochii","French Polynesia",2012,"LC",0
"1677",177976,"Acanthurus reversus","French Polynesia",2012,"LC",0
"1678",177980,"Naso thynnoides","French Polynesia",2012,"LC",0
"1679",177983,"Naso brachycentron","French Polynesia",2012,"LC",0
"1680",177988,"Naso annulatus","French Polynesia",2012,"LC",0
"1681",177989,"Acanthurus xanthopterus","French Polynesia",2012,"LC",0
"1682",177990,"Naso brevirostris","French Polynesia",2012,"LC",0
"1683",177991,"Acanthurus olivaceus","French Polynesia",2012,"LC",0
"1684",177993,"Acanthurus lineatus","French Polynesia",2012,"LC",0
"1685",177995,"Acanthurus guttatus","French Polynesia",2012,"LC",0
"1686",178002,"Naso hexacanthus","French Polynesia",2012,"LC",0
"1687",178005,"Zebrasoma scopas","French Polynesia",2012,"LC",0
"1688",178008,"Acanthurus thompsoni","French Polynesia",2012,"LC",0
"1689",178010,"Zebrasoma veliferum","French Polynesia",2012,"LC",0
"1690",178011,"Acanthurus leucopareius","French Polynesia",2012,"LC",0
"1691",178012,"Ctenochaetus striatus","French Polynesia",2012,"LC",0
"1692",178013,"Naso caesius","French Polynesia",2012,"LC",0
"1693",178014,"Ctenochaetus hawaiiensis","French Polynesia",2012,"LC",0
"1694",178017,"Acanthurus nigricauda","French Polynesia",2012,"LC",0
"1695",178018,"Ctenochaetus flavicauda","French Polynesia",2012,"LC",0
"1696",178019,"Acanthurus nigrofuscus","French Polynesia",2012,"LC",0
"1697",178022,"Acanthurus pyroferus","French Polynesia",2012,"LC",0
"1698",178838,"Pemphis acidula","French Polynesia",2010,"LC",0
"1699",180226,"Holothuria erinaceaus","French Polynesia",2013,"LC",0
"1700",180231,"Holothuria verrucosa","French Polynesia",2013,"LC",0
"1701",180235,"Holothuria hilla","French Polynesia",2013,"LC",0
"1702",180246,"Holothuria difficilis","French Polynesia",2013,"LC",0
"1703",180248,"Pearsonothuria graeffei","French Polynesia",2013,"LC",0
"1704",180265,"Actinopyga miliaris","French Polynesia",2013,"VU",0.4
"1705",180286,"Holothuria pardalis","French Polynesia",2013,"LC",0
"1706",180337,"Actinopyga mauritiana","French Polynesia",2013,"VU",0.4
"1707",180375,"Holothuria leucospilota","French Polynesia",2013,"LC",0
"1708",180400,"Holothuria edulis","French Polynesia",2013,"LC",0
"1709",180421,"Holothuria atra","French Polynesia",2013,"LC",0
"1710",180440,"Holothuria whitmaei","French Polynesia",2013,"EN",0.6
"1711",180451,"Holothuria hawaiiensis","French Polynesia",2013,"LC",0
"1712",180477,"Stichopus chloronotus","French Polynesia",2013,"LC",0
"1713",180483,"Holothuria flavomaculata","French Polynesia",2013,"LC",0
"1714",180494,"Holothuria fuscocinerea","French Polynesia",2013,"LC",0
"1715",180499,"Holothuria turriscelsa","French Polynesia",2013,"LC",0
"1716",180525,"Holothuria pervicax","French Polynesia",2013,"LC",0
"1717",180541,"Bohadschia argus","French Polynesia",2013,"LC",0
"1718",184997,"Eduarctus modestus","French Polynesia",2011,"LC",0
"1719",185023,"Stereomastis surda","French Polynesia",2011,"LC",0
"1720",185036,"Stereomastis suhmi","French Polynesia",2011,"LC",0
"1721",185038,"Pentacheles laevis","French Polynesia",2011,"LC",0
"1722",185061,"Pentacheles snyderi","French Polynesia",2011,"LC",0
"1723",185064,"Stereomastis auriculata","French Polynesia",2011,"LC",0
"1724",185076,"Galearctus aurora","French Polynesia",2011,"LC",0
"1725",187373,"Hemigymnus fasciatus","French Polynesia",2010,"LC",0
"1726",187382,"Halichoeres marginatus","French Polynesia",2010,"LC",0
"1727",187383,"Cheilio inermis","French Polynesia",2010,"LC",0
"1728",187384,"Cheilinus chlorourus","French Polynesia",2010,"LC",0
"1729",187386,"Coris marquesensis","French Polynesia",2010,"LC",0
"1730",187396,"Labroides dimidiatus","French Polynesia",2010,"LC",0
"1731",187407,"Wetmorella nigropinnata","French Polynesia",2010,"LC",0
"1732",187411,"Iniistius pentadactylus","French Polynesia",2010,"LC",0
"1733",187420,"Bodianus busellatus","French Polynesia",2010,"LC",0
"1734",187424,"Stethojulis bandanensis","French Polynesia",2010,"LC",0
"1735",187434,"Stethojulis marquesensis","French Polynesia",2010,"LC",0
"1736",187436,"Coris gaimard","French Polynesia",2010,"LC",0
"1737",187441,"Novaculichthys taeniourus","French Polynesia",2010,"LC",0
"1738",187443,"Halichoeres margaritaceus","French Polynesia",2010,"LC",0
"1739",187466,"Oxycheilinus digramma","French Polynesia",2010,"LC",0
"1740",187474,"Halichoeres trimaculatus","French Polynesia",2010,"LC",0
"1741",187477,"Pseudocheilinus hexataenia","French Polynesia",2010,"LC",0
"1742",187489,"Stethojulis strigiventer","French Polynesia",2010,"LC",0
"1743",187490,"Thalassoma amblycephalum","French Polynesia",2010,"LC",0
"1744",187500,"Thalassoma heiseri","French Polynesia",2010,"LC",0
"1745",187508,"Pseudolabrus torotai","French Polynesia",2010,"LC",0
"1746",187516,"Bodianus axillaris","French Polynesia",2010,"LC",0
"1747",187523,"Oxycheilinus bimaculatus","French Polynesia",2010,"LC",0
"1748",187530,"Cymolutes torquatus","French Polynesia",2010,"LC",0
"1749",187536,"Gomphosus varius","French Polynesia",2010,"LC",0
"1750",187556,"Wetmorella albofasciata","French Polynesia",2010,"LC",0
"1751",187559,"Thalassoma hardwicke","French Polynesia",2010,"LC",0
"1752",187564,"Halichoeres melasmapomus","French Polynesia",2010,"LC",0
"1753",187575,"Labroides pectoralis","French Polynesia",2010,"LC",0
"1754",187591,"Pseudolabrus fuentesi","French Polynesia",2010,"LC",0
"1755",187592,"Iniistius auropunctatus","French Polynesia",2010,"LC",0
"1756",187599,"Cirrhilabrus scottorum","French Polynesia",2010,"LC",0
"1757",187603,"Coris roseoviridis","French Polynesia",2010,"LC",0
"1758",187621,"Pseudocheilinus octotaenia","French Polynesia",2010,"LC",0
"1759",187642,"Pseudocoris aurantiofasciata","French Polynesia",2010,"LC",0
"1760",187649,"Cheilinus oxycephalus","French Polynesia",2010,"LC",0
"1761",187658,"Pseudocheilinus evanidus","French Polynesia",2010,"LC",0
"1762",187659,"Coris hewetti","French Polynesia",2010,"LC",0
"1763",187673,"Halichoeres hortulanus","French Polynesia",2010,"LC",0
"1764",187674,"Oxycheilinus unifasciatus","French Polynesia",2010,"LC",0
"1765",187681,"Cymolutes praetextatus","French Polynesia",2010,"LC",0
"1766",187685,"Thalassoma lutescens","French Polynesia",2010,"LC",0
"1767",187692,"Macropharyngodon meleagris","French Polynesia",2010,"LC",0
"1768",187698,"Hologymnosus annulatus","French Polynesia",2010,"LC",0
"1769",187699,"Halichoeres claudia","French Polynesia",2010,"LC",0
"1770",187705,"Iniistius pavo","French Polynesia",2010,"LC",0
"1771",187707,"Thalassoma trilobatum","French Polynesia",2010,"LC",0
"1772",187713,"Pseudodax moluccanus","French Polynesia",2010,"LC",0
"1773",187715,"Bodianus anthioides","French Polynesia",2010,"LC",0
"1774",187716,"Anampses caeruleopunctatus","French Polynesia",2010,"LC",0
"1775",187718,"Oxycheilinus arenatus","French Polynesia",2010,"LC",0
"1776",187722,"Epibulus insidiator","French Polynesia",2010,"LC",0
"1777",187723,"Anampses meleagrides","French Polynesia",2010,"LC",0
"1778",187733,"Thalassoma quinquevittatum","French Polynesia",2010,"LC",0
"1779",187737,"Oxycheilinus lineatus","French Polynesia",2010,"LC",0
"1780",187740,"Pseudocheilinus tetrataenia","French Polynesia",2010,"LC",0
"1781",187741,"Pseudocheilinus citrinus","French Polynesia",2010,"LC",0
"1782",187743,"Labropsis polynesica","French Polynesia",2010,"LC",0
"1783",187744,"Bodianus loxozonus","French Polynesia",2010,"LC",0
"1784",187746,"Thalassoma purpureum","French Polynesia",2010,"LC",0
"1785",187755,"Labroides rubrolabiatus","French Polynesia",2010,"LC",0
"1786",187767,"Labroides bicolor","French Polynesia",2010,"LC",0
"1787",187774,"Pseudojuloides pyrius","French Polynesia",2010,"LC",0
"1788",187777,"Polylepion russelli","French Polynesia",2010,"LC",0
"1789",187781,"Bodianus perditio","French Polynesia",2010,"LC",0
"1790",187782,"Xyrichtys halsteadi","French Polynesia",2010,"LC",0
"1791",187784,"Anampses twistii","French Polynesia",2010,"LC",0
"1792",187802,"Coris aygula","French Polynesia",2010,"LC",0
"1793",187808,"Anampses femininus","French Polynesia",2010,"LC",0
"1794",187812,"Bodianus unimaculatus","French Polynesia",2010,"LC",0
"1795",190193,"Sphoeroides pachygaster","French Polynesia",2014,"LC",0
"1796",190464,"Lagocephalus lagocephalus","French Polynesia",2014,"LC",0
"1797",190688,"Calotomus carolinus","French Polynesia",2010,"LC",0
"1798",190688,"Calotomus carolinus","French Polynesia",2012,"LC",0
"1799",190691,"Cetoscarus ocellatus","French Polynesia",2010,"LC",0
"1800",190691,"Cetoscarus ocellatus","French Polynesia",2012,"LC",0
"1801",190694,"Scarus globiceps","French Polynesia",2010,"LC",0
"1802",190694,"Scarus globiceps","French Polynesia",2012,"LC",0
"1803",190704,"Scarus tricolor","French Polynesia",2010,"LC",0
"1804",190704,"Scarus tricolor","French Polynesia",2012,"LC",0
"1805",190726,"Scarus altipinnis","French Polynesia",2010,"LC",0
"1806",190726,"Scarus altipinnis","French Polynesia",2012,"LC",0
"1807",190727,"Chlorurus spilurus","French Polynesia",2010,"LC",0
"1808",190727,"Chlorurus spilurus","French Polynesia",2012,"LC",0
"1809",190728,"Chlorurus microrhinos","French Polynesia",2010,"LC",0
"1810",190728,"Chlorurus microrhinos","French Polynesia",2012,"LC",0
"1811",190731,"Scarus rubroviolaceus","French Polynesia",2010,"LC",0
"1812",190731,"Scarus rubroviolaceus","French Polynesia",2012,"LC",0
"1813",190736,"Scarus psittacus","French Polynesia",2010,"LC",0
"1814",190736,"Scarus psittacus","French Polynesia",2012,"LC",0
"1815",190740,"Scarus niger","French Polynesia",2010,"LC",0
"1816",190740,"Scarus niger","French Polynesia",2012,"LC",0
"1817",190745,"Hipposcarus longiceps","French Polynesia",2010,"LC",0
"1818",190745,"Hipposcarus longiceps","French Polynesia",2012,"LC",0
"1819",190747,"Scarus forsteni","French Polynesia",2010,"LC",0
"1820",190747,"Scarus forsteni","French Polynesia",2012,"LC",0
"1821",190749,"Scarus pyrrostethus","French Polynesia",2010,"LC",0
"1822",190749,"Scarus pyrrostethus","French Polynesia",2012,"LC",0
"1823",190754,"Scarus koputea","French Polynesia",2010,"LC",0
"1824",190754,"Scarus koputea","French Polynesia",2012,"LC",0
"1825",190755,"Scarus frenatus","French Polynesia",2010,"LC",0
"1826",190755,"Scarus frenatus","French Polynesia",2012,"LC",0
"1827",190756,"Leptoscarus vaigiensis","French Polynesia",2010,"LC",0
"1828",190756,"Leptoscarus vaigiensis","French Polynesia",2012,"LC",0
"1829",190762,"Chlorurus frontalis","French Polynesia",2010,"LC",0
"1830",190762,"Chlorurus frontalis","French Polynesia",2012,"LC",0
"1831",190769,"Scarus longipinnis","French Polynesia",2010,"LC",0
"1832",190769,"Scarus longipinnis","French Polynesia",2012,"LC",0
"1833",192272,"Conus gauguini","French Polynesia",2013,"NT",0.2
"1834",192296,"Conus sanguinolentus","French Polynesia",2013,"LC",0
"1835",192297,"Conus bullatus","French Polynesia",2013,"LC",0
"1836",192305,"Conus distans","French Polynesia",2013,"LC",0
"1837",192316,"Conus textile","French Polynesia",2013,"LC",0
"1838",192318,"Conus nussatella","French Polynesia",2013,"LC",0
"1839",192321,"Conus striatus","French Polynesia",2013,"LC",0
"1840",192327,"Conus muriculatus","French Polynesia",2013,"LC",0
"1841",192342,"Conus emaciatus","French Polynesia",2013,"LC",0
"1842",192362,"Conus moluccensis","French Polynesia",2013,"LC",0
"1843",192367,"Conus catus","French Polynesia",2013,"LC",0
"1844",192378,"Conus litoglyphus","French Polynesia",2013,"LC",0
"1845",192386,"Conus leopardus","French Polynesia",2013,"LC",0
"1846",192413,"Conus aureus","French Polynesia",2013,"LC",0
"1847",192415,"Conus marchionatus","French Polynesia",2013,"LC",0
"1848",192419,"Conus frigidus","French Polynesia",2013,"LC",0
"1849",192424,"Conus obscurus","French Polynesia",2013,"LC",0
"1850",192428,"Conus rattus","French Polynesia",2013,"LC",0
"1851",192447,"Conus armadillo","French Polynesia",2013,"LC",0
"1852",192460,"Conus generalis","French Polynesia",2013,"LC",0
"1853",192465,"Conus tiki","French Polynesia",2013,"LC",0
"1854",192505,"Conus granum","French Polynesia",2013,"LC",0
"1855",192506,"Conus pulicarius","French Polynesia",2013,"LC",0
"1856",192512,"Conus encaustus","French Polynesia",2013,"LC",0
"1857",192521,"Conus retifer","French Polynesia",2013,"LC",0
"1858",192538,"Conus ferrugineus","French Polynesia",2013,"LC",0
"1859",192562,"Conus flavidus","French Polynesia",2013,"LC",0
"1860",192563,"Conus aulicus","French Polynesia",2013,"LC",0
"1861",192564,"Conus moreleti","French Polynesia",2013,"LC",0
"1862",192567,"Conus mitratus","French Polynesia",2013,"LC",0
"1863",192573,"Conus magnificus","French Polynesia",2013,"LC",0
"1864",192580,"Conus chaldaeus","French Polynesia",2013,"LC",0
"1865",192586,"Conus terebra","French Polynesia",2013,"LC",0
"1866",192587,"Conus bandanus","French Polynesia",2013,"LC",0
"1867",192590,"Conus miliaris","French Polynesia",2013,"LC",0
"1868",192593,"Conus imperialis","French Polynesia",2013,"LC",0
"1869",192611,"Conus ebraeus","French Polynesia",2013,"LC",0
"1870",192634,"Conus miles","French Polynesia",2013,"LC",0
"1871",192636,"Conus coronatus","French Polynesia",2013,"LC",0
"1872",192648,"Conus tenuistriatus","French Polynesia",2013,"LC",0
"1873",192664,"Conus episcopatus","French Polynesia",2013,"LC",0
"1874",192674,"Conus sponsalis","French Polynesia",2013,"LC",0
"1875",192682,"Conus hivanus","French Polynesia",2013,"LC",0
"1876",192694,"Conus varius","French Polynesia",2013,"LC",0
"1877",192700,"Conus eburneus","French Polynesia",2013,"LC",0
"1878",192704,"Conus acutangulus","French Polynesia",2013,"LC",0
"1879",192719,"Conus litteratus","French Polynesia",2013,"LC",0
"1880",192722,"Conus glans","French Polynesia",2013,"LC",0
"1881",192737,"Conus canonicus","French Polynesia",2013,"LC",0
"1882",192743,"Conus tessulatus","French Polynesia",2013,"LC",0
"1883",192754,"Conus coffeae","French Polynesia",2013,"LC",0
"1884",192772,"Conus geographus","French Polynesia",2013,"LC",0
"1885",192778,"Conus vexillum","French Polynesia",2013,"LC",0
"1886",192789,"Conus tulipa","French Polynesia",2013,"LC",0
"1887",192793,"Conus cylindraceus","French Polynesia",2013,"LC",0
"1888",192811,"Conus planorbis","French Polynesia",2013,"LC",0
"1889",192812,"Conus quercinus","French Polynesia",2013,"LC",0
"1890",192815,"Conus auricomus","French Polynesia",2013,"LC",0
"1891",192829,"Conus circumcisus","French Polynesia",2013,"LC",0
"1892",192843,"Conus legatus","French Polynesia",2013,"LC",0
"1893",192844,"Conus lividus","French Polynesia",2013,"LC",0
"1894",192848,"Conus adamsonii","French Polynesia",2013,"LC",0
"1895",192853,"Conus virgo","French Polynesia",2013,"LC",0
"1896",192870,"Conus arenatus","French Polynesia",2013,"LC",0
"1897",192879,"Conus pertusus","French Polynesia",2013,"LC",0
"1898",193656,"Canthigaster bennetti","French Polynesia",2014,"LC",0
"1899",193662,"Arothron meleagris","French Polynesia",2014,"LC",0
"1900",193675,"Canthigaster amboinensis","French Polynesia",2014,"LC",0
"1901",193699,"Arothron hispidus","French Polynesia",2014,"LC",0
"1902",193705,"Canthigaster rivulata","French Polynesia",2014,"LC",0
"1903",193706,"Canthigaster marquesensis","French Polynesia",2014,"VU",0.4
"1904",193712,"Arothron stellatus","French Polynesia",2014,"LC",0
"1905",193766,"Canthigaster janthinoptera","French Polynesia",2014,"LC",0
"1906",193775,"Canthigaster solandri","French Polynesia",2014,"LC",0
"1907",193796,"Canthigaster valentini","French Polynesia",2014,"LC",0
"1908",194299,"Albula glossodonta","French Polynesia",2012,"VU",0.4
"1909",195459,"Manta alfredi","French Polynesia",2011,"VU",0.4
"1910",198921,"Manta birostris","French Polynesia",2011,"VU",0.4
"1911",198921,"Manta birostris","French Polynesia",2018,"VU",0.4
"1912",200715,"Holothuria fuscogilva","French Polynesia",2013,"VU",0.4
"1913",22692705,"Zapornia tabuensis","French Polynesia",1988,"LC",0
"1914",22692705,"Zapornia tabuensis","French Polynesia",1994,"LC",0
"1915",22692705,"Zapornia tabuensis","French Polynesia",2000,"LC",0
"1916",22692705,"Zapornia tabuensis","French Polynesia",2004,"LC",0
"1917",22692705,"Zapornia tabuensis","French Polynesia",2008,"LC",0
"1918",22692705,"Zapornia tabuensis","French Polynesia",2009,"LC",0
"1919",22692705,"Zapornia tabuensis","French Polynesia",2012,"LC",0
"1920",22692705,"Zapornia tabuensis","French Polynesia",2016,"LC",0
"1921",22693182,"Numenius tahitiensis","French Polynesia",1988,"EN",0.6
"1922",22693182,"Numenius tahitiensis","French Polynesia",1994,"VU",0.4
"1923",22693182,"Numenius tahitiensis","French Polynesia",1996,"VU",0.4
"1924",22693182,"Numenius tahitiensis","French Polynesia",2000,"VU",0.4
"1925",22693182,"Numenius tahitiensis","French Polynesia",2004,"VU",0.4
"1926",22693182,"Numenius tahitiensis","French Polynesia",2006,"VU",0.4
"1927",22693182,"Numenius tahitiensis","French Polynesia",2008,"VU",0.4
"1928",22693182,"Numenius tahitiensis","French Polynesia",2012,"VU",0.4
"1929",22693182,"Numenius tahitiensis","French Polynesia",2016,"VU",0.4
"1930",22693305,"Tringa incana","French Polynesia",1988,"LC",0
"1931",22693305,"Tringa incana","French Polynesia",1994,"LC",0
"1932",22693305,"Tringa incana","French Polynesia",2000,"LC",0
"1933",22693305,"Tringa incana","French Polynesia",2004,"LC",0
"1934",22693305,"Tringa incana","French Polynesia",2008,"LC",0
"1935",22693305,"Tringa incana","French Polynesia",2009,"LC",0
"1936",22693305,"Tringa incana","French Polynesia",2012,"LC",0
"1937",22693305,"Tringa incana","French Polynesia",2016,"LC",0
"1938",22694571,"Thalasseus bergii","French Polynesia",1988,"LC",0
"1939",22694571,"Thalasseus bergii","French Polynesia",1994,"LC",0
"1940",22694571,"Thalasseus bergii","French Polynesia",2000,"LC",0
"1941",22694571,"Thalasseus bergii","French Polynesia",2004,"LC",0
"1942",22694571,"Thalasseus bergii","French Polynesia",2008,"LC",0
"1943",22694571,"Thalasseus bergii","French Polynesia",2009,"LC",0
"1944",22694571,"Thalasseus bergii","French Polynesia",2012,"LC",0
"1945",22694571,"Thalasseus bergii","French Polynesia",2015,"LC",0
"1946",22694571,"Thalasseus bergii","French Polynesia",2016,"LC",0
"1947",22694722,"Onychoprion lunatus","French Polynesia",1988,"LC",0
"1948",22694722,"Onychoprion lunatus","French Polynesia",1994,"LC",0
"1949",22694722,"Onychoprion lunatus","French Polynesia",2000,"LC",0
"1950",22694722,"Onychoprion lunatus","French Polynesia",2004,"LC",0
"1951",22694722,"Onychoprion lunatus","French Polynesia",2008,"LC",0
"1952",22694722,"Onychoprion lunatus","French Polynesia",2009,"LC",0
"1953",22694722,"Onychoprion lunatus","French Polynesia",2012,"LC",0
"1954",22694722,"Onychoprion lunatus","French Polynesia",2016,"LC",0
"1955",22694740,"Onychoprion fuscatus","French Polynesia",1988,"LC",0
"1956",22694740,"Onychoprion fuscatus","French Polynesia",1994,"LC",0
"1957",22694740,"Onychoprion fuscatus","French Polynesia",2000,"LC",0
"1958",22694740,"Onychoprion fuscatus","French Polynesia",2004,"LC",0
"1959",22694740,"Onychoprion fuscatus","French Polynesia",2008,"LC",0
"1960",22694740,"Onychoprion fuscatus","French Polynesia",2009,"LC",0
"1961",22694740,"Onychoprion fuscatus","French Polynesia",2012,"LC",0
"1962",22694740,"Onychoprion fuscatus","French Polynesia",2016,"LC",0
"1963",22694794,"Anous stolidus","French Polynesia",1988,"LC",0
"1964",22694794,"Anous stolidus","French Polynesia",1994,"LC",0
"1965",22694794,"Anous stolidus","French Polynesia",2000,"LC",0
"1966",22694794,"Anous stolidus","French Polynesia",2004,"LC",0
"1967",22694794,"Anous stolidus","French Polynesia",2008,"LC",0
"1968",22694794,"Anous stolidus","French Polynesia",2009,"LC",0
"1969",22694794,"Anous stolidus","French Polynesia",2012,"LC",0
"1970",22694794,"Anous stolidus","French Polynesia",2016,"LC",0
"1971",22694799,"Anous minutus","French Polynesia",1988,"LC",0
"1972",22694799,"Anous minutus","French Polynesia",1994,"LC",0
"1973",22694799,"Anous minutus","French Polynesia",2000,"LC",0
"1974",22694799,"Anous minutus","French Polynesia",2004,"LC",0
"1975",22694799,"Anous minutus","French Polynesia",2008,"LC",0
"1976",22694799,"Anous minutus","French Polynesia",2009,"LC",0
"1977",22694799,"Anous minutus","French Polynesia",2012,"LC",0
"1978",22694799,"Anous minutus","French Polynesia",2016,"LC",0
"1979",22694799,"Anous minutus","French Polynesia",2017,"LC",0
"1980",22694821,"Gygis alba","French Polynesia",1988,"LC",0
"1981",22694821,"Gygis alba","French Polynesia",1994,"LC",0
"1982",22694821,"Gygis alba","French Polynesia",2000,"LC",0
"1983",22694821,"Gygis alba","French Polynesia",2004,"LC",0
"1984",22694821,"Gygis alba","French Polynesia",2008,"LC",0
"1985",22694821,"Gygis alba","French Polynesia",2009,"LC",0
"1986",22694821,"Gygis alba","French Polynesia",2012,"LC",0
"1987",22694821,"Gygis alba","French Polynesia",2016,"LC",0
"1988",22694830,"Gygis microrhyncha","French Polynesia",1988,"LC",0
"1989",22694830,"Gygis microrhyncha","French Polynesia",1994,"LC",0
"1990",22694830,"Gygis microrhyncha","French Polynesia",2000,"LC",0
"1991",22694830,"Gygis microrhyncha","French Polynesia",2004,"LC",0
"1992",22694830,"Gygis microrhyncha","French Polynesia",2008,"LC",0
"1993",22694830,"Gygis microrhyncha","French Polynesia",2009,"LC",0
"1994",22694830,"Gygis microrhyncha","French Polynesia",2012,"LC",0
"1995",22694830,"Gygis microrhyncha","French Polynesia",2016,"LC",0
"1996",22695363,"Circus approximans","French Polynesia",1988,"LC",0
"1997",22695363,"Circus approximans","French Polynesia",1994,"LC",0
"1998",22695363,"Circus approximans","French Polynesia",2000,"LC",0
"1999",22695363,"Circus approximans","French Polynesia",2004,"LC",0
"2000",22695363,"Circus approximans","French Polynesia",2008,"LC",0
"2001",22695363,"Circus approximans","French Polynesia",2009,"LC",0
"2002",22695363,"Circus approximans","French Polynesia",2012,"LC",0
"2003",22695363,"Circus approximans","French Polynesia",2016,"LC",0
"2004",22696641,"Phaethon rubricauda","French Polynesia",1988,"LC",0
"2005",22696641,"Phaethon rubricauda","French Polynesia",1994,"LC",0
"2006",22696641,"Phaethon rubricauda","French Polynesia",2000,"LC",0
